name,type,ra_deg,dec_deg,area_sqdeg,opacity,sequence,related_barnard
LDN1162,DrkN,320.0073,65.0461,0.004,3,1161,
LDN1163,DrkN,335.2160,56.1688,0.007,2,1162,
LDN1165,DrkN,331.7958,59.0781,0.019,6,1163,
LDN1164,DrkN,331.6691,59.1611,0.019,6,1164,174
LDN1167,DrkN,315.9356,67.0330,0.062,2,1165,
LDN1168,DrkN,314.1578,67.6103,0.003,5,1166,
LDN1166,DrkN,331.4136,59.5772,0.001,6,1167,173
LDN1169,DrkN,331.7898,59.7447,0.004,5,1168,
LDN1170,DrkN,315.4182,67.6146,0.215,3,1169,
LDN1171,DrkN,313.3839,68.3242,0.002,5,1170,
LDN1172,DrkN,315.6683,67.6988,0.010,6,1171,
LDN1173,DrkN,316.1725,67.7005,0.006,5,1172,
LDN1174,DrkN,315.6563,68.1988,0.294,4,1173,
LDN1175,DrkN,333.4179,60.7484,0.015,3,1174,
LDN1176,DrkN,322.7502,66.7211,0.446,1,1175,
LDN1177,DrkN,319.6908,68.2619,0.005,4,1176,
LDN1178,DrkN,332.2685,62.3292,0.005,5,1177,
LDN1179,DrkN,336.8325,59.0387,0.002,5,1178,
LDN1181,DrkN,325.5353,66.1457,0.008,4,1179,
LDN1180,DrkN,336.7050,59.2552,7.000,1,1180,
LDN1182,DrkN,333.2809,61.9148,0.004,5,1181,
LDN1183,DrkN,325.5339,66.2290,0.090,2,1182,
LDN1184,DrkN,335.1816,60.7521,0.124,3,1183,
LDN1185,DrkN,337.3359,59.0897,0.006,6,1184,
LDN1186,DrkN,333.4047,62.1317,0.005,5,1185,
LDN1187,DrkN,339.4881,57.2602,0.145,3,1186,
LDN1188,DrkN,334.1646,61.7500,0.398,3,1187,
LDN1189,DrkN,339.7399,57.2606,0.473,2,1188,
LDN1190,DrkN,337.7133,59.1404,0.004,4,1189,
LDN1191,DrkN,333.5279,62.4153,0.004,5,1190,
LDN1192,DrkN,338.4726,58.5918,0.007,5,1191,
LDN1193,DrkN,333.6540,62.4156,0.002,5,1192,
LDN1194,DrkN,338.2174,59.0913,0.009,3,1193,
LDN1195,DrkN,336.6893,61.2551,0.017,5,1194,
LDN1196,DrkN,336.6893,61.2551,0.029,4,1195,
LDN1197,DrkN,339.4779,58.9269,0.009,6,1196,
LDN1198,DrkN,339.2227,59.4264,0.054,2,1197,
LDN1199,DrkN,323.9753,68.5581,0.235,2,1198,
LDN1200,DrkN,341.4940,58.7635,0.020,5,1199,
LDN1201,DrkN,335.9124,63.5036,0.009,3,1200,
LDN1202,DrkN,336.6730,63.0885,0.004,5,1201,
LDN1203,DrkN,336.9260,63.0056,0.016,3,1202,
LDN1204,DrkN,336.6714,63.2551,2.500,2,1203,
LDN1205,DrkN,341.4839,60.4302,0.095,2,1204,
LDN1206,DrkN,337.1645,64.4227,0.083,3,1205,
LDN1207,DrkN,337.4168,64.4232,0.047,2,1206,
LDN1208,DrkN,337.6692,64.4237,0.018,1,1207,
LDN1209,DrkN,337.4134,64.7565,0.111,1,1208,
LDN1210,DrkN,341.2205,62.0964,0.011,4,1209,
LDN1211,DrkN,341.7242,62.1805,0.011,5,1210,
LDN1213,DrkN,337.9113,65.4241,0.006,5,1211,
LDN1212,DrkN,341.9762,62.2143,0.014,3,1212,
LDN1214,DrkN,338.4127,65.7584,0.256,1,1213,
LDN1215,DrkN,342.9857,62.0991,0.021,5,1214,
LDN1216,DrkN,342.9846,62.2657,0.142,4,1215,
LDN1217,DrkN,333.2833,70.7483,0.186,3,1216,175
LDN1219,DrkN,332.8985,70.9974,0.003,5,1217,
LDN1218,DrkN,345.5068,62.2691,1.590,3,1218,
LDN1220,DrkN,346.0135,61.8530,0.006,4,1219,
LDN1221,DrkN,337.1085,69.0060,0.020,5,1220,
LDN1222,DrkN,346.2661,61.7700,0.002,4,1221,
LDN1223,DrkN,344.2325,64.2675,1.010,1,1222,
LDN1224,DrkN,346.0026,63.7697,0.016,3,1223,
LDN1225,DrkN,348.0323,61.6053,0.036,4,1224,
LDN1226,DrkN,347.5247,62.2714,0.009,4,1225,
LDN1227,DrkN,347.5244,62.3214,0.008,5,1226,
LDN1228,DrkN,314.7564,77.5297,0.086,1,1227,
LDN1229,DrkN,348.5350,61.9891,0.004,5,1228,
LDN1230,DrkN,348.5348,62.0225,0.002,5,1229,
LDN1231,DrkN,349.5468,61.2734,0.013,5,1230,
LDN1232,DrkN,349.2926,61.7732,0.004,4,1231,
LDN1233,DrkN,349.1136,62.3397,0.001,6,1232,
LDN1235,DrkN,333.7288,73.4159,0.037,6,1233,
LDN1234,DrkN,349.2899,62.4065,0.004,6,1234,
LDN1236,DrkN,343.1806,68.9327,0.044,4,1235,
LDN1237,DrkN,350.6515,62.6077,0.004,4,1236,
LDN1241,DrkN,327.5125,76.7347,1.380,1,1237,
LDN1239,DrkN,348.0844,66.0720,0.005,5,1238,
LDN1240,DrkN,347.7536,66.4383,0.126,2,1239,
LDN1238,DrkN,353.0811,59.7761,14.000,2,1240,
LDN1242,DrkN,337.7918,73.2574,0.793,3,1241,
LDN1243,DrkN,332.6555,75.3303,0.081,3,1242,
LDN1244,DrkN,351.3069,62.7749,0.007,4,1243,
LDN1245,DrkN,353.0787,60.7761,0.070,3,1244,
LDN1246,DrkN,351.3038,63.6082,0.002,6,1245,
LDN1247,DrkN,335.1997,75.2524,0.167,4,1246,
LDN1248,DrkN,353.0747,62.2761,4.260,2,1247,
LDN1249,DrkN,356.1071,58.9442,0.047,1,1248,
LDN1250,DrkN,350.5292,67.2743,2.630,1,1249,
LDN1251,DrkN,339.0132,75.2596,0.195,5,1250,
LDN1252,DrkN,356.3529,63.2776,0.181,3,1251,
LDN1253,DrkN,359.1314,58.5282,0.009,6,1252,
LDN-SEQ-1253,DrkN,359.1314,58.5282,0.000,6,1253,
LDN1254,DrkN,359.1313,58.7782,0.152,3,1254,
LDN1255,DrkN,358.3742,60.5281,0.001,5,1255,
LDN1256,DrkN,358.8787,60.0282,0.161,3,1256,
LDN1257,DrkN,359.3830,59.6616,0.029,5,1257,
LDN1258,DrkN,359.7611,59.6116,0.010,2,1258,
LDN1259,DrkN,350.7290,74.2744,0.035,2,1259,
LDN1261,DrkN,351.7460,74.2752,0.030,4,1260,
LDN1262,DrkN,351.7460,74.2752,0.066,6,1261,
LDN1260,DrkN,359.2548,64.9449,0.004,4,1262,
LDN1263,DrkN,359.3811,64.8449,0.002,5,1263,
LDN1264,DrkN,358.1142,68.2781,0.102,2,1264,
LDN1265,DrkN,2.4073,58.8614,0.003,3,1265,
LDN1266,DrkN,359.3800,67.2782,2.540,2,1266,
LDN1267,DrkN,0.1387,66.7783,0.019,3,1267,
LDN1268,DrkN,359.8857,67.4449,0.158,4,1268,
LDN1269,DrkN,0.1387,67.1616,0.025,4,1269,
LDN1270,DrkN,0.3916,67.1616,0.009,4,1270,
LDN1271,DrkN,0.3916,67.2783,0.010,5,1271,
LDN1272,DrkN,0.6445,67.2783,8.690,1,1272,
LDN1273,DrkN,0.6447,68.5283,0.199,2,1273,
LDN1274,DrkN,359.3777,70.9449,0.032,4,1274,
LDN1275,DrkN,1.6562,67.4449,0.020,5,1275,
LDN1276,DrkN,3.1688,64.0279,0.004,2,1276,
LDN1277,DrkN,3.4213,64.0279,0.007,3,1277,
LDN1278,DrkN,3.9260,63.8611,0.017,3,1278,
LDN1279,DrkN,4.4308,63.7776,0.025,4,1279,
LDN1280,DrkN,4.9336,62.6607,0.019,4,1280,
LDN1281,DrkN,4.6836,63.9441,0.006,4,1281,
LDN1282,DrkN,5.4365,61.7772,0.016,4,1282,
LDN1283,DrkN,5.6886,61.7104,0.008,3,1283,
LDN1284,DrkN,5.4393,63.1938,0.010,2,1284,
LDN1285,DrkN,6.1965,63.1935,0.013,2,1285,
LDN1286,DrkN,8.7075,58.9420,0.060,2,1286,
LDN1287,DrkN,8.9736,63.4418,0.021,4,1287,
LDN1289,DrkN,322.8442,88.3953,0.012,2,1288,
LDN1288,DrkN,9.4897,66.1081,0.342,2,1289,
LDN1292,DrkN,325.1199,88.5684,0.466,1,1290,
LDN1290,DrkN,10.4788,61.1073,0.013,5,1291,
LDN1291,DrkN,10.5579,62.0239,0.004,5,1292,
LDN1293,DrkN,10.4866,63.1073,0.011,4,1293,
LDN1294,DrkN,10.5841,62.2739,0.002,5,1294,
LDN1295,DrkN,11.2085,52.4400,0.029,5,1295,
LDN1296,DrkN,11.2094,52.7733,0.032,3,1296,
LDN1297,DrkN,10.7375,62.7737,0.061,4,1297,
LDN1298,DrkN,10.8570,61.1069,0.015,5,1298,
LDN1299,DrkN,11.2676,55.7399,0.005,5,1299,
LDN1300,DrkN,10.9844,61.4402,0.008,5,1300,
LDN1301,DrkN,10.9380,62.4569,0.002,5,1301,
LDN1302,DrkN,10.9860,61.8568,0.005,4,1302,
LDN1303,DrkN,10.7489,65.2737,0.700,2,1303,
LDN1304,DrkN,10.7759,69.7737,4.000,1,1304,
LDN1305,DrkN,15.8204,67.7683,2.680,1,1305,
LDN1306,DrkN,15.7804,62.2683,11.000,1,1306,
LDN1307,DrkN,16.3052,65.2676,2.280,3,1307,
LDN1308,DrkN,18.4179,72.9314,1.570,1,1308,
LDN1309,DrkN,16.7893,62.2669,0.432,2,1309,
LDN1310,DrkN,16.7721,59.2670,1.110,2,1310,
LDN1311,DrkN,171.1474,84.7255,1.660,1,1311,
LDN1312,DrkN,18.5535,62.0977,0.111,4,1312,
LDN1313,DrkN,19.0550,61.6803,0.036,3,1313,
LDN1314,DrkN,19.3054,61.4299,0.008,4,1314,
LDN1315,DrkN,20.0742,63.0954,0.282,3,1315,
LDN1316,DrkN,19.8096,61.4291,0.045,3,1316,
LDN1320,DrkN,63.8064,85.6311,0.465,1,1317,
LDN1317,DrkN,20.7706,61.8442,0.002,5,1318,
LDN1321,DrkN,159.1824,84.2414,1.760,1,1319,
LDN1319,DrkN,20.8167,61.2608,0.206,3,1320,
LDN1322,DrkN,21.0688,61.2604,0.004,5,1321,
LDN1323,DrkN,21.3221,61.4266,0.024,4,1322,
LDN1324,DrkN,21.5755,61.5928,0.036,4,1323,
LDN1325,DrkN,22.4704,63.0912,0.003,5,1324,
LDN1326,DrkN,22.6722,63.0909,0.003,5,1325,
LDN1327,DrkN,23.6289,65.4224,0.054,1,1326,
LDN1328,DrkN,24.6612,67.2538,1.530,1,1327,
LDN1329,DrkN,23.8795,65.2553,0.034,3,1328,
LDN1330,DrkN,24.1319,65.2548,0.019,4,1329,
LDN1331,DrkN,24.6284,64.5038,0.063,1,1330,
LDN1332,DrkN,25.6127,62.0518,0.009,4,1331,
LDN1333,DrkN,36.5152,75.4754,0.007,6,1332,
LDN1335,DrkN,27.9284,66.0802,0.615,3,1333,
LDN1334,DrkN,25.8638,61.9513,0.011,3,1334,
LDN1336,DrkN,28.4426,66.7457,1.370,3,1335,
LDN1337,DrkN,26.3676,61.9169,0.012,4,1336,
LDN1338,DrkN,28.6443,62.7119,0.003,4,1337,
LDN1339,DrkN,28.6421,62.5119,0.003,5,1338,
LDN1340,DrkN,37.6843,72.9553,0.001,5,1339,
LDN1341,DrkN,28.9465,62.6945,0.002,4,1340,
LDN1343,DrkN,29.0191,62.4110,0.021,5,1341,
LDN1345,DrkN,29.2737,62.6438,0.015,5,1342,
LDN1346,DrkN,29.2735,62.6271,0.015,5,1343,
LDN1347,DrkN,29.5222,62.3265,0.045,3,1344,
LDN1348,DrkN,29.6492,62.4096,0.045,3,1345,
LDN1349,DrkN,33.4829,66.2334,1.180,1,1346,
LDN1350,DrkN,32.3798,60.9862,0.004,4,1347,
LDN1351,DrkN,32.6802,60.8187,0.003,5,1348,
LDN1352,DrkN,38.8023,67.3851,0.017,1,1349,
LDN1353,DrkN,41.0908,68.2114,2.510,1,1350,
LDN1354,DrkN,34.9321,61.7294,0.016,4,1351,
LDN1355,DrkN,43.1799,69.0381,0.007,6,1352,
LDN1357,DrkN,43.1252,68.8716,0.004,6,1353,
LDN1356,DrkN,35.6877,61.7273,0.079,4,1354,
LDN1358,DrkN,43.8951,69.3691,0.006,6,1355,
LDN1359,DrkN,36.4474,62.0585,0.061,5,1356,
LDN1360,DrkN,36.6887,61.2245,0.011,4,1357,
LDN1361,DrkN,37.0716,61.6401,0.011,4,1358,
LDN1362,DrkN,36.9405,61.2238,0.004,4,1359,
LDN1363,DrkN,36.9384,61.0571,0.011,4,1360,
LDN1364,DrkN,37.4482,61.5556,0.015,4,1361,
LDN1365,DrkN,37.1871,60.8064,0.093,4,1362,
LDN1366,DrkN,38.2057,61.7201,0.215,3,1363,
LDN1367,DrkN,37.9486,61.3042,0.016,4,1364,
LDN1368,DrkN,38.2014,61.3868,0.006,3,1365,
LDN1369,DrkN,38.4531,61.3860,0.012,3,1366,
LDN1370,DrkN,37.9382,60.4708,0.035,5,1367,
LDN1371,DrkN,38.6964,60.7186,0.206,4,1368,
LDN1372,DrkN,39.4601,61.3830,0.027,3,1369,
LDN1373,DrkN,39.4579,61.2163,12.000,2,1370,
LDN1374,DrkN,38.6691,58.3853,0.011,4,1371,
LDN1375,DrkN,41.2152,60.8775,0.029,3,1372,
LDN1376,DrkN,40.9592,60.5450,0.019,5,1373,
LDN-SEQ-1374,DrkN,43.4752,60.5369,0.000,,1374,
LDN1377,DrkN,48.7641,61.0186,0.025,4,1375,
LDN1378,DrkN,48.7287,60.3354,0.001,5,1376,
LDN1379,DrkN,48.8798,60.3515,0.002,5,1377,
LDN1380,DrkN,48.9271,60.1513,0.001,5,1378,
LDN1381,DrkN,49.1292,60.2172,0.006,5,1379,
LDN1382,DrkN,49.2527,60.0668,0.010,4,1380,
LDN1383,DrkN,49.5046,60.0992,0.003,4,1381,
LDN1384,DrkN,50.0061,60.0140,0.068,4,1382,
LDN1385,DrkN,50.2545,59.8131,0.004,5,1383,
LDN1386,DrkN,50.5541,59.6787,0.008,5,1384,
LDN1387,DrkN,59.1177,56.0616,0.028,4,1385,6
LDN1388,DrkN,60.7590,56.8047,0.007,4,1386,
LDN1389,DrkN,61.1367,56.9031,0.002,6,1387,
LDN-SEQ-1388,DrkN,160.3093,60.3220,0.169,4,1388,
LDN1390,DrkN,62.2416,55.1317,0.952,3,1389,
LDN1391,DrkN,59.4580,53.1434,1.370,1,1390,
LDN1392,DrkN,63.4956,55.1263,0.034,5,1391,8
LDN1393,DrkN,63.2404,54.7941,0.018,5,1392,
LDN1394,DrkN,64.2501,55.2897,0.184,5,1393,
LDN1395,DrkN,63.4827,54.1264,1.460,2,1394,
LDN1396,DrkN,65.2509,55.1187,0.070,3,1395,11
LDN1397,DrkN,65.2476,54.8687,0.018,5,1396,
LDN1398,DrkN,64.7407,54.4542,0.490,3,1397,
LDN1399,DrkN,66.0031,55.1154,0.163,5,1398,
LDN1400,DrkN,66.2515,54.9476,0.011,3,1399,
LDN1401,DrkN,67.0072,55.2109,0.017,5,1400,
LDN1402,DrkN,65.9964,54.6154,0.172,4,1401,13
LDN1403,DrkN,67.1324,55.1937,0.003,5,1402,
LDN1404,DrkN,67.5095,55.2754,0.025,5,1403,
LDN1405,DrkN,68.5122,55.2709,0.172,4,1404,21
LDN1406,DrkN,69.5166,55.3997,0.005,5,1405,
LDN1407,DrkN,67.4961,54.2754,0.130,5,1406,12
LDN1408,DrkN,68.0007,54.5231,0.156,3,1407,
LDN1409,DrkN,69.0088,54.9353,0.009,4,1408,
LDN1410,DrkN,69.0077,54.8520,0.003,5,1409,
LDN1411,DrkN,69.0021,54.4353,0.009,4,1410,
LDN1412,DrkN,69.2527,54.4342,0.002,5,1411,
LDN1414,DrkN,68.4879,53.4376,0.201,3,1412,
LDN1415,DrkN,70.5057,54.4285,0.064,3,1413,
LDN1416,DrkN,70.0001,54.0974,0.007,5,1414,
LDN1417,DrkN,70.2484,53.9296,0.005,5,1415,
LDN1418,DrkN,68.4775,52.6043,2.600,2,1416,20
LDN1419,DrkN,72.7651,54.7515,0.079,2,1417,
LDN1420,DrkN,68.2229,52.2721,0.002,5,1418,
LDN1421,DrkN,68.2199,52.0221,0.009,5,1419,
LDN1422,DrkN,72.2550,54.0871,1.130,1,1420,
LDN1423,DrkN,71.2431,53.3418,0.001,5,1421,
LDN1424,DrkN,71.2420,53.2584,0.006,5,1422,
LDN1425,DrkN,71.4904,53.0906,0.093,4,1423,
LDN1426,DrkN,71.7409,53.0895,0.019,5,1424,
LDN1427,DrkN,70.9841,52.6763,0.005,4,1425,
LDN1428,DrkN,70.9831,52.5929,0.005,4,1426,
LDN1429,DrkN,71.9789,52.0883,0.032,5,1427,
LDN1431,DrkN,71.9779,52.0050,0.010,5,1428,
LDN1430,DrkN,72.2300,52.1372,0.009,5,1429,
LDN1432,DrkN,72.9808,52.0837,0.019,4,1430,
LDN1433,DrkN,72.7283,51.9182,0.019,5,1431,
LDN1434,DrkN,54.0632,37.6649,0.704,3,1432,
LDN1435,DrkN,72.7243,51.5849,0.145,4,1433,
LDN1436,DrkN,73.4777,51.7481,0.312,3,1434,
LDN1437,DrkN,74.8341,52.0751,0.003,5,1435,
LDN1438,DrkN,73.9765,51.5791,0.171,4,1436,
LDN1439,DrkN,75.2347,52.0732,0.012,5,1437,
LDN1440,DrkN,59.4761,41.4764,0.027,4,1438,
LDN1441,DrkN,60.0279,41.5575,0.027,5,1439,
LDN1442,DrkN,57.5794,38.9842,0.316,4,1440,
LDN1443,DrkN,60.0975,40.8072,1.650,2,1441,
LDN1444,DrkN,68.4161,46.9378,0.539,2,1442,
LDN1445,DrkN,68.0372,46.6061,0.084,5,1443,17  16  15
LDN1446,DrkN,56.5653,37.1550,0.294,3,1444,
LDN1447,DrkN,60.8491,40.8040,0.653,4,1445,
LDN1448,DrkN,51.5187,30.6746,0.053,4,1446,203
LDN1449,DrkN,58.3220,37.6478,2.300,3,1447,
LDN1450,DrkN,52.3988,31.3380,0.009,5,1448,205 206
LDN1451,DrkN,51.5162,30.1746,0.140,4,1449,202
LDN1452,DrkN,52.0196,30.6727,1.660,3,1450,
LDN1453,DrkN,44.0113,20.2847,0.066,4,1451,
LDN1455,DrkN,52.0171,30.1727,0.025,5,1452,204
LDN1456,DrkN,58.8198,37.1458,0.044,3,1453,
LDN1454,DrkN,44.2112,20.2007,0.860,3,1454,
LDN1457,DrkN,43.9584,19.5349,0.262,4,1455,
LDN1459,DrkN,62.0931,39.6321,9.730,1,1456,
LDN1458,DrkN,44.4615,20.1998,0.056,4,1457,
LDN1460,DrkN,86.0002,52.3552,0.181,3,1458,
LDN1461,DrkN,70.4761,44.9284,0.050,3,1459,
LDN1462,DrkN,60.0710,36.9739,0.030,5,1460,
LDN1463,DrkN,60.3209,36.8895,0.027,3,1461,
LDN1464,DrkN,60.1692,36.6735,0.004,5,1462,
LDN1466,DrkN,86.9984,52.1836,0.124,4,1463,
LDN1465,DrkN,73.1654,45.9994,0.077,3,1464,25
LDN1467,DrkN,87.2485,52.1824,0.029,3,1465,
LDN1468,DrkN,55.0288,31.4111,0.120,5,1466,
LDN1469,DrkN,60.7701,36.6376,0.006,4,1467,
LDN1470,DrkN,55.7824,31.8247,0.403,5,1468,4   3
LDN1471,DrkN,56.9905,32.9032,0.097,5,1469,5
LDN1472,DrkN,55.2779,31.1601,3.580,4,1470,2   1
LDN1473,DrkN,62.8338,38.1289,0.148,4,1471,
LDN1474,DrkN,72.1462,44.0874,4.640,1,1472,
LDN1475,DrkN,75.9103,45.0699,0.368,2,1473,
LDN1476,DrkN,75.9057,44.5699,0.106,3,1474,
LDN1477,DrkN,75.9011,44.0699,0.278,4,1475,
LDN1478,DrkN,65.8317,37.1158,4.440,3,1476,
LDN1479,DrkN,69.6054,39.5989,1.530,1,1477,
LDN1480,DrkN,76.3971,43.5676,0.097,2,1478,
LDN1481,DrkN,69.8458,38.2645,0.553,3,1479,
LDN1482,DrkN,67.0733,35.6102,0.130,1,1480,
LDN1483,DrkN,68.8313,36.4357,0.217,4,1481,
LDN1484,DrkN,60.7751,29.1375,0.445,1,1482,
LDN1485,DrkN,69.3268,35.6835,0.316,1,1483,
LDN1486,DrkN,62.0268,29.1322,0.480,1,1484,
LDN1487,DrkN,69.8223,34.9312,0.940,3,1485,
LDN1488,DrkN,73.3386,36.6984,0.568,2,1486,
LDN1489,DrkN,61.1862,26.4691,0.027,5,1487,
LDN1490,DrkN,73.0059,35.6666,0.075,4,1488,
LDN1492,DrkN,72.3262,35.0864,1.250,1,1489,
LDN1491,DrkN,61.1602,26.2859,0.004,5,1490,
LDN1493,DrkN,73.5815,35.6639,0.463,2,1491,
LDN1494,DrkN,73.5533,35.2140,0.011,4,1492,
LDN1495,DrkN,64.5213,27.6214,2.600,5,1493,7  10 211 209 216 213 218 217
LDN1496,DrkN,70.8048,32.0933,0.710,3,1494,
LDN1497,DrkN,66.7794,28.6115,0.725,2,1495,
LDN1498,DrkN,62.7551,24.9624,0.118,5,1496,
LDN1499,DrkN,62.6291,24.7962,0.072,3,1497,
LDN1500,DrkN,68.2858,29.4381,0.972,3,1498,219
LDN1501,DrkN,63.7570,25.1247,1.200,2,1499,
LDN1502,DrkN,75.8225,34.0701,0.484,1,1500,
LDN1503,DrkN,70.0906,29.9299,0.008,5,1501,23
LDN1504,DrkN,70.2908,29.9290,0.336,1,1502,
LDN1505,DrkN,72.0496,31.0876,1.050,1,1503,
LDN1506,DrkN,65.0091,25.2859,0.334,6,1504,
LDN1507,DrkN,70.7902,29.7600,0.090,5,1505,24
LDN1508,DrkN,70.2858,29.0957,0.183,3,1506,
LDN1509,DrkN,83.5508,37.2833,0.108,3,1507,
LDN1510,DrkN,79.0801,34.8047,0.252,3,1508,
LDN1511,DrkN,65.0064,24.7859,0.300,3,1509,
LDN1512,DrkN,75.9390,32.7862,0.016,6,1510,
LDN1513,DrkN,73.0489,30.8330,0.057,4,1511,
LDN1514,DrkN,70.6611,29.0940,0.050,4,1512,
LDN1515,DrkN,73.2997,30.9152,0.147,3,1513,
LDN1516,DrkN,80.8329,35.0463,5.620,1,1514,
LDN1517,DrkN,73.7980,30.5795,0.051,6,1515,28  27  26
LDN1518,DrkN,84.8494,37.0270,4.600,1,1516,
LDN1519,DrkN,73.9231,30.5789,0.063,4,1517,
LDN1520,DrkN,71.0325,28.4256,0.398,1,1518,
LDN1521,DrkN,68.2667,26.1048,4.100,4,1519,22  19  14 220
LDN1522,DrkN,76.8099,32.0654,0.018,4,1520,222
LDN1523,DrkN,76.5575,31.7333,0.017,6,1521,29
LDN1524,DrkN,67.0074,24.6104,0.324,5,1522,215 212 210
LDN1525,DrkN,85.4944,36.3239,0.006,4,1523,
LDN1526,DrkN,82.1549,34.5233,0.003,4,1524,
LDN1527,DrkN,69.7689,26.2647,0.010,6,1525,
LDN1528,DrkN,69.2657,25.7669,2.000,3,1526,
LDN1529,DrkN,68.0073,24.4393,0.223,5,1527,18
LDN1530,DrkN,80.8190,33.0464,0.045,3,1528,
LDN1531,DrkN,68.0067,24.3226,0.014,3,1529,
LDN1532,DrkN,70.0163,25.7635,0.112,4,1530,
LDN1533,DrkN,69.0608,24.9179,0.011,5,1531,
LDN1534,DrkN,70.0153,25.5969,0.870,5,1532,
LDN1535,DrkN,68.8801,23.9020,0.111,6,1533,
LDN1536,DrkN,68.2503,23.1048,1.500,4,1534,
LDN1537,DrkN,72.7722,26.4175,0.382,3,1535,
LDN1538,DrkN,71.5137,25.0900,3.000,4,1536,
LDN1539,DrkN,74.0240,26.5784,2.230,1,1537,
LDN1540,DrkN,75.2724,26.1559,0.282,4,1538,
LDN1541,DrkN,71.0005,22.7590,0.352,1,1539,
LDN1542,DrkN,75.2690,25.5726,0.626,3,1540,
LDN1543,DrkN,66.8525,18.8610,0.090,5,1541,
LDN1544,DrkN,76.0175,25.2357,0.109,6,1542,
LDN1545,DrkN,78.8277,26.7224,0.052,3,1543,
LDN1546,DrkN,67.2257,18.4427,0.370,4,1544,
LDN1547,DrkN,79.0258,26.3882,0.049,5,1545,
LDN1548,DrkN,79.0248,26.2215,0.061,4,1546,
LDN1550,DrkN,90.0656,32.1683,0.041,3,1547,
LDN1549,DrkN,79.2750,26.2203,0.079,4,1548,
LDN1551,DrkN,67.8494,18.1066,0.043,6,1549,
LDN1552,DrkN,79.4240,26.0529,0.009,6,1550,
LDN1553,DrkN,79.7752,26.2179,0.087,2,1551,
LDN1554,DrkN,80.0003,26.2168,0.005,4,1552,
LDN1555,DrkN,90.3134,31.8338,0.090,4,1553,
LDN1556,DrkN,69.3445,16.9331,0.050,5,1554,
LDN1557,DrkN,91.5512,29.9944,1.040,3,1555,
LDN1558,DrkN,71.4714,17.0901,0.713,2,1556,
LDN1559,DrkN,81.5075,23.0429,1.350,1,1557,
LDN1560,DrkN,93.2884,27.9859,2.300,2,1558,
LDN1561,DrkN,72.6982,12.2844,0.274,1,1559,
LDN1562,DrkN,75.4579,14.0716,0.152,3,1560,
LDN1563,DrkN,75.4566,13.8216,0.052,5,1561,
LDN1564,DrkN,94.5098,23.2300,0.033,4,1562,
LDN1565,DrkN,95.2602,23.3097,0.252,1,1563,
LDN1566,DrkN,95.2592,23.1430,0.000,3,1564,
LDN1567,DrkN,95.6351,23.3078,0.000,3,1565,
LDN1568,DrkN,95.7582,22.9739,0.000,3,1566,
LDN1569,DrkN,60.2680,0.6394,0.631,2,1567,
LDN1570,DrkN,91.7382,19.3267,0.020,4,1568,227
LDN1572,DrkN,77.6911,10.5610,0.079,4,1569,
LDN1571,DrkN,77.6911,10.5610,0.213,3,1570,
LDN1573,DrkN,82.7069,13.5370,1.040,2,1571,
LDN1574,DrkN,91.9337,18.4924,0.022,4,1572,
LDN1576,DrkN,92.0819,18.1583,0.049,4,1573,
LDN1577,DrkN,82.4518,12.5383,0.412,4,1574,31  30
LDN1578,DrkN,92.1060,17.9915,0.049,4,1575,
LDN1579,DrkN,84.9585,13.7762,0.317,1,1576,
LDN1580,DrkN,83.4536,12.8668,0.222,1,1577,
LDN1581,DrkN,82.3501,12.2054,0.001,5,1578,
LDN1582,DrkN,82.9519,12.5358,0.011,5,1579,
LDN1583,DrkN,82.1993,12.0395,0.057,5,1580,225
LDN1584,DrkN,82.9006,12.2861,0.014,4,1581,
LDN1585,DrkN,85.2064,13.3583,0.059,3,1582,32
LDN1586,DrkN,91.4704,15.9946,7.310,1,1583,
LDN1587,DrkN,91.9704,15.9922,7.310,1,1584,
LDN1588,DrkN,80.1809,8.3824,0.159,3,1585,223
LDN1589,DrkN,79.5759,7.3853,0.027,2,1586,
LDN1590,DrkN,80.1760,7.3824,0.850,4,1587,
LDN1591,DrkN,92.4582,13.6565,0.068,3,1588,
LDN1594,DrkN,86.1846,9.0202,0.059,5,1589,
LDN1595,DrkN,81.9221,6.5407,1.070,2,1590,35
LDN1596,DrkN,86.4346,9.0190,0.041,4,1591,
LDN1597,DrkN,87.5580,8.6802,0.032,4,1592,
LDN1598,DrkN,88.1064,8.3442,0.072,5,1593,
LDN1599,DrkN,87.4272,7.5141,0.181,4,1594,36
LDN1600,DrkN,97.7042,12.9644,0.396,3,1595,
LDN1601,DrkN,97.4513,12.3823,0.066,5,1596,
LDN1602,DrkN,86.1698,6.0202,0.378,4,1597,
LDN1604,DrkN,97.1976,11.6335,0.008,5,1598,
LDN1605,DrkN,98.1924,10.6287,1.250,4,1599,37  38
LDN1606,DrkN,97.4405,10.2156,0.043,4,1600,
LDN1607,DrkN,97.6908,10.2978,0.015,5,1601,
LDN1608,DrkN,99.1931,10.7905,0.045,5,1602,
LDN1609,DrkN,99.0665,10.4578,0.016,5,1603,
LDN1610,DrkN,99.4914,10.4558,0.019,5,1604,39
LDN1611,DrkN,90.1650,5.0008,0.233,3,1605,
LDN1612,DrkN,90.6633,4.6651,0.079,3,1606,
LDN1613,DrkN,100.1864,9.4524,0.000,3,1607,
