hip,hr,ra_deg,dec_deg,mag,name,common_name_zh
60197,4698,185.172466,27.053777,6.32,,
60202,4697,185.178545,17.793433,4.72,,五诸侯增六[太微垣]
60210,,185.202642,15.541037,6.47,,
60212,4701,185.212587,57.863669,5.54,,天权增二
60221,4699,185.232107,-13.565658,5.14,,
60235,,185.277364,-42.562023,6.83,,
60260,4700,185.337825,-60.400558,3.59,Ginan,
60305,,185.483827,47.182052,6.33,,
60308,4702,185.489155,-56.37439,5.91,,
60316,,185.518839,61.591361,6.74,,
60338,,185.57736,-15.555546,6.54,,
60351,4707,185.626223,25.846103,4.78,,郎位七
60353,4708,185.632425,5.305105,6.46,,谒者增二
60370,,185.688132,-39.178624,6.7,,
60374,,185.694388,-52.293144,6.52,,
60379,4706,185.705508,-57.676214,5.38,,
60407,,185.789588,-7.299104,6.96,,
60418,,185.814217,-4.974685,6.47,,
60425,4711,185.839789,-24.840794,5.66,,轸宿增五
60449,4712,185.897259,-35.412724,5.32,,
60467,4715,185.945193,42.542834,6.03,,常陈增一
60468,,185.949359,-30.335493,6.39,,
60485,4716,186.006364,51.562327,4.76,,相
60517,,186.088804,-47.372952,6.61,,库楼九
60526,,186.116508,-77.214688,6.98,,
60584,4726,186.263207,56.777747,5.82,,
60589,4727,186.276279,63.802798,6.31,,
60591,4721,186.284325,-42.514454,6.1,,
60595,4722,186.298642,-11.610794,5.95,,
60598,,186.30707,-25.986117,6.85,,
60601,4720,186.322069,-65.770487,6.29,,
60603,4723,186.326727,-27.74901,6.09,,
60646,4728,186.461596,39.018398,5.01,,常陈五
60672,,186.513656,15.864004,6.74,,
60710,4732,186.632009,-51.450698,4.82,,马尾一
60718,4730,186.649071,-63.099186,0.77,Acrux,十字架二
60729,4734,186.694355,-48.913696,6.25,,
60735,4735,186.715338,-32.830312,5.56,,
60742,4737,186.733861,28.267906,4.35,,郎位一
60746,4738,186.746989,26.82564,4.98,,郎位四
60791,,186.887978,41.354989,6.51,,
60795,4745,186.896024,55.712651,5.68,,天权增三
60804,4741,186.925489,8.610272,6.36,,
60813,4746,186.96423,-4.615263,6.23,,
60816,,186.979762,-8.678227,6.75,,
60821,,187.007424,-14.451145,6.81,,
60823,4743,187.009596,-50.230714,3.91,,库楼十
60850,,187.076436,4.396446,6.72,,
60851,4744,187.079728,-64.341065,6.05,,
60855,4748,187.093361,-39.041262,5.45,,
60861,4747,187.106749,-61.794873,6.21,,
60912,,187.251262,-83.802624,6.61,,
60924,,187.290248,-2.429595,6.86,,
60941,4753,187.362553,24.108937,5.47,,郎位九
60957,4756,187.430336,20.895909,5.68,,郎位十三
60965,4757,187.464664,-16.516323,2.94,Algorab,轸宿三
60978,4760,187.488037,58.406307,5.37,,天权增一
60979,4755,187.491234,-41.736004,6,,
61053,4767,187.709103,53.077772,6.2,,
61058,,187.722217,71.299839,6.95,,
61068,,187.741942,65.897836,6.93,,
61078,,187.768416,39.582012,6.79,,
61084,4763,187.79183,-57.114899,1.59,Gacrux,十字架一
61103,4770,187.839095,7.604377,6.05,,
61133,,187.911126,-30.981916,6.73,,
61134,4772,187.91114,-5.052395,6.19,,
61136,4768,187.917874,-59.423944,5.49,,
61172,4774,188.018101,-32.533837,6.46,,
61174,4775,188.014795,-16.196381,4.3,,左辖
61199,4773,188.115677,-72.13302,3.84,,
61212,4776,188.149022,-13.859449,5.74,,
61246,4777,188.261665,10.295698,6.29,,九卿增八
61281,4787,188.369528,69.788312,3.85,,紫微右垣二
61283,,188.373612,38.068958,6.53,,
61309,4783,188.412326,33.247384,5.42,,
61317,4785,188.429606,41.35935,4.24,Chara,常陈四
61318,4781,188.44425,-9.452077,5.48,,轸宿增一
61359,4786,188.596823,-23.397117,2.65,Kraz,轸宿四
61379,4788,188.675957,-44.674334,5.76,,
61394,4789,188.712444,22.629441,4.8,,郎位十一
61418,4792,188.782303,18.377206,5.03,,
61468,4794,188.93881,-41.021939,5.12,,
61486,,188.969683,-12.068988,6.61,,
61496,4797,188.9952,-20.527799,6.2,,
61513,,189.051098,-52.417785,6.56,,
61557,,189.193699,-50.335455,6.4,,
61558,4799,189.197128,-5.832023,5.88,,进贤增九
61571,4801,189.242808,17.089424,5.7,,五诸侯增四[太微垣]
61578,,189.279445,-2.323034,6.95,,
61579,,189.281385,8.796891,6.61,,九卿三
61585,4798,189.295196,-69.135646,2.69,,蜜蜂三
61597,,189.325112,79.215578,6.99,,
61621,4803,189.426732,-27.139489,5.41,,
61628,,189.465773,4.288412,6.99,,
61631,,189.485075,54.853126,6.89,,
61637,4805,189.518215,3.282372,6.33,,
61639,,189.529799,-55.931299,6.95,,
61658,4807,189.592855,1.85455,5.68,,
61685,,189.680241,-4.373559,6.67,,
61688,4809,189.685049,-18.249929,6,,
61703,4806,189.718094,-67.193051,6.22,,
61720,4810,189.764129,-30.422486,5.86,,
61724,4815,189.779921,21.062504,5.49,,郎位十二
61738,4804,189.810042,-75.370659,6.46,,
61740,4813,189.811025,-7.995722,4.66,,进贤增八
61748,4816,189.82041,35.951944,6.39,,
61789,4817,189.968516,-39.987462,4.63,,
61853,,190.150021,-14.099824,6.84,,
61902,,190.282199,30.437208,6.94,,
61905,,190.289494,-44.101193,6.72,,
61910,4821,190.315694,-13.013851,5.17,,
61916,4818,190.345119,-46.145199,5.84,,
61927,,190.36938,49.290764,6.89,,
61932,4819,190.377508,-48.959896,2.2,,库楼七
61941,4825,190.411235,-1.448987,2.74,Porrima,太微左垣二
61951,4827,190.454579,-19.758983,6.02,,
61960,4828,190.4716,10.235054,4.88,,九卿一
61968,4829,190.487528,6.806546,5.57,,三公二[太微垣]
61982,,190.526761,-54.760775,6.58,,
61995,,190.572195,33.6879,6.64,,
62073,,190.82718,26.126568,6.68,,
62109,,190.949003,-12.014357,6.61,,
62128,4838,190.99452,-36.349201,6.38,,
62131,4839,191.001992,-28.324209,5.46,,
62141,,191.046115,-2.842617,6.76,,
62170,4852,191.109622,80.620753,6.33,,
62177,,191.140453,43.12659,6.96,,
62207,4845,191.244545,39.279807,5.95,,常陈二
62223,4846,191.28259,45.44034,5.42,La Superba,
62267,4847,191.403703,7.673355,5.22,,九卿二
62268,4842,191.410027,-60.981732,4.69,,
62285,,191.469067,-21.768329,6.91,,
62322,4844,191.569335,-68.108188,3.04,,蜜蜂一
62325,4849,191.59574,9.536776,5.65,,九卿增六
62327,4848,191.594265,-56.488909,4.62,,
62356,4851,191.661583,16.577803,5.12,,五诸侯三[太微垣]
62376,4854,191.759801,5.950019,6.31,,
62388,,191.794143,15.59158,6.66,,
62394,4855,191.807134,11.957971,6.11,,九卿增四
62402,4859,191.829237,62.781193,5.88,,
62421,4856,191.889302,-6.302021,6.27,,
62423,4863,191.893127,66.790275,5.43,Tianyi,内厨一
62434,4853,191.929654,-59.688846,1.25,Mimosa,十字架三
62437,,191.950186,50.156914,6.82,,
62443,4858,191.964161,3.572702,6.42,,三公三[太微垣]
62448,4857,191.973231,-24.851425,6.43,,
62459,,192.001904,18.836695,6.91,,
62476,,192.055412,52.453097,6.88,,
62478,4861,192.059414,13.552801,6.47,,九卿增三
62483,,192.068389,-44.718809,6.88,,
62500,4860,192.108305,-27.597789,5.65,,
62512,4867,192.165829,60.319627,5.83,,
62516,4866,192.17356,48.466906,6.25,,相增三
62523,4864,192.193682,24.839549,6.29,,
62541,4865,192.226085,14.122454,5.71,,九卿增一
62572,4893,192.305342,83.413016,5.38,,北极五
62610,,192.440293,-15.883274,6.63,,
62614,,192.452861,26.431222,6.87,,
62618,,192.464772,-50.323936,6.93,,
62636,,192.519906,-7.632134,6.99,,
62641,4875,192.544044,37.517078,5.87,,
62651,,192.558141,-62.641168,6.61,,
62653,4873,192.572799,22.862984,6.43,,
62683,4874,192.671304,-33.999394,4.9,,
62703,4872,192.740862,-52.787503,5.7,,
62763,4883,192.924608,27.540656,4.93,,郎将
62773,,192.960617,-31.201974,6.97,,
62785,,192.986503,-35.082409,6.98,,
62788,4881,192.990451,-26.738072,6.14,,
62825,4886,193.114282,16.122414,6.29,,
62861,4885,193.266281,-54.952444,5.91,,
62867,4888,193.278002,-48.943476,4.33,,
62886,4894,193.323641,21.244738,4.89,,五诸侯增二[太微垣]
62896,4889,193.359746,-40.179011,4.25,,
62904,,193.382763,19.479932,6.42,,
62915,4896,193.408868,-4.225062,6.45,,
62933,4900,193.457554,12.418191,6.25,,东次将增一
62956,4905,193.508562,55.959764,1.76,Alioth,北斗五
62972,4904,193.553832,33.534678,6.25,,
62981,,193.574623,-70.036773,6.88,,
62983,4901,193.576836,-11.648503,6,,
62985,4902,193.588065,-9.539121,4.77,,进贤增五
62986,4895,193.591535,-58.430629,6.74,,
62996,,193.625727,-20.098045,6.73,,
63003,4898,193.648075,-57.17801,4.03,,
63024,4909,193.735338,47.196679,5.75,,
63031,4870,193.743111,-85.123425,5.45,,
63033,4903,193.74169,-44.153444,5.89,,
63046,,193.779174,-13.452779,6.97,,
63066,4906,193.830633,-42.915813,5.46,,
63076,4916,193.868882,65.43828,5.23,Taiyi,内厨二
63083,,193.885329,-30.070181,6.9,,
63090,4910,193.897842,3.397133,3.39,Minelauva,太微左垣三
63104,,193.936583,32.000471,6.85,,
63109,4911,193.971717,-15.327032,6.18,,
63117,4908,193.988,-56.835811,5.34,,
63125,4915,194.005048,38.318731,2.89,Cor Caroli,常陈一
63143,4917,194.072339,54.099507,5.84,,
63155,,194.110821,-0.955152,6.62,,
63159,4912,194.125629,-26.460426,6.73,,
63179,,194.161788,43.552025,6.97,,
63182,,194.164342,-47.686298,6.75,,
63210,4913,194.267833,-51.198845,5.17,,
63221,,194.305905,8.293853,6.81,,
63235,,194.358429,1.427891,6.91,,
63242,,194.382129,-65.64626,6.86,,
63243,4918,194.387635,-22.753583,6.31,,
63286,,194.540002,-23.055215,6.95,,
63320,,194.640133,28.319639,6.94,,
63331,,194.670336,-36.275237,6.95,,
63340,4927,194.697561,75.472593,6,,
63355,4920,194.730756,17.409669,4.76,,五诸侯二[太微垣]
63356,,194.736056,39.844329,6.86,,
63359,,194.740687,-21.546926,6.62,,
63414,4921,194.914351,-3.811884,5.79,,进贤
63420,,194.941563,9.526008,6.74,,
63432,4928,194.977217,66.597179,5.37,,内厨增一
63462,4924,195.068468,30.784981,4.88,,周鼎二
63490,4922,195.135499,-33.505725,6.01,,
63583,,195.441355,-39.615978,6.65,,
63584,4934,195.443063,63.610385,6.01,,
63608,4932,195.54236,10.959278,2.85,Vindemiatrix,太微左垣四
63613,4923,195.573082,-71.549005,3.61,,
63623,,195.594051,-28.286253,6.68,,
63647,4936,195.668049,59.716241,6.5,,
63692,,195.793001,23.826584,6.98,,
63738,4935,195.943115,-20.583465,5.58,,
63748,,195.972416,43.007567,6.8,,
63822,4950,196.206855,73.025036,6.43,,
63839,,196.257945,-64.441701,6.64,,
63849,,196.277316,-47.117128,6.44,,
63883,4939,196.377706,-52.115604,6.43,,
63901,4943,196.434861,35.799023,5.2,,
63916,4945,196.467646,45.268708,5.64,,
63933,4948,196.542231,29.029168,6.51,,
63943,,196.564867,-55.611677,6.95,,
63945,4940,196.56932,-48.463382,4.71,,库楼六
63948,4946,196.588021,21.153099,6,,五诸侯一[太微垣]
63950,4949,196.594387,22.615914,5.53,,五诸侯增一[太微垣]
63952,4953,196.595575,62.041593,6.15,,
63972,4941,196.646556,-41.588537,5.59,,
63981,,196.657525,-31.6121,6.75,,
64003,4947,196.726332,-35.862584,5.63,,
64004,4942,196.727398,-49.906324,4.27,,
64030,,196.831422,0.584338,7,,
64033,4944,196.851079,-59.860563,5.98,,
64053,4951,196.909122,-53.459894,5.7,,
64078,4955,196.974323,-10.740468,5.15,,角宿增十五
64122,4957,197.135037,-8.984795,5.57,,
64150,,197.213134,5.202961,6.78,,
64166,4958,197.263486,-23.118324,4.94,,平增一
64179,4960,197.301967,10.022469,5.79,,
64218,,197.426399,-16.515206,6.75,,
64238,4963,197.487243,-5.539219,4.38,,平道一
64241,4968,197.494005,17.530259,4.32,Diadem,太微左垣五
64246,4971,197.512815,38.499266,5.91,,常陈增六
64302,,197.691138,34.300462,6.89,,
64346,,197.839639,-13.962588,6.92,,
64348,4973,197.845732,-43.368679,5.24,,
64362,,197.87655,-35.129903,6.63,,
64365,,197.884582,21.918516,6.82,,
64370,,197.900141,-56.908965,6.79,,
64375,4978,197.912804,-26.551712,6.49,,
64390,4966,197.964987,-69.942011,5.92,,
64394,4983,197.962515,27.883822,4.23,,周鼎一
64398,,197.98138,-61.117345,6.74,,
64405,,198.008714,32.085241,6.71,,
64407,4981,198.015408,-16.200437,5.04,,天门一
64408,4979,198.010176,-37.80272,4.85,,
64417,4984,198.034887,24.25776,6.31,,
64437,5009,198.10573,80.471383,6.25,,
64470,,198.20627,42.626808,6.79,,
64496,4992,198.300226,18.726693,6.1,,
64515,4985,198.346959,-50.699941,5.9,,
64520,4990,198.361671,-18.826474,6.26,,天门增三
64522,,198.364212,67.288025,6.52,,
64530,,198.399797,36.887584,6.5,,
64532,,198.405507,56.708158,6.82,,
64556,,198.489518,1.45616,6.55,,
64564,,198.507892,-62.653913,6.82,,
64583,4989,198.559992,-59.104222,4.9,,
64587,4976,198.571945,-78.447475,5.84,,
64603,,198.614183,-24.284207,6.66,,
64607,4998,198.630794,11.331319,5.64,,
64623,4996,198.67922,-48.957594,5.84,,
64625,,198.687826,-10.37066,6.95,,角宿增十二
64648,,198.785402,35.445851,6.8,,
64651,4999,198.789063,-36.371546,6.17,,
64661,4993,198.81163,-67.894655,4.79,,
64711,,198.945379,7.953038,6.75,,
64725,5001,198.996947,-19.94384,5.21,,天门增一
64774,5018,199.119057,68.408101,6.2,,
64779,5010,199.133673,19.785479,6.43,,
64792,5011,199.191648,9.425375,5.19,,东次将增三
64797,,199.216933,17.015516,6.49,,
64803,5006,199.22166,-31.506512,5.1,,
64820,5002,199.303977,-66.783479,4.86,,
64822,5008,199.307966,-43.979578,5.82,,
64823,5013,199.315165,13.676025,5.33,,
64828,,199.341147,-11.483475,6.61,,
64838,5014,199.37396,-0.676126,6.36,,
64843,,199.382087,-15.548454,6.68,,
64844,5017,199.384533,40.572724,4.72,,常陈增三
64852,5015,199.40113,5.469933,4.78,,天田增一[角宿]
64906,5023,199.560137,49.682188,5.14,,三公三[紫微垣]
64920,,199.597006,-28.333066,6.8,,
64924,5019,199.59411,-18.317992,4.74,,天门增四
64925,,199.603454,-45.764771,6.87,,
64927,5022,199.615762,34.098333,5.81,,
64951,,199.700484,-79.97616,6.34,,
64954,5021,199.712682,3.687541,6.62,,
64962,5020,199.730878,-23.171775,2.99,,平一
64994,5012,199.828973,-72.035929,6.04,,
65046,,199.990111,-41.190583,6.73,,
65109,5028,200.146522,-36.712858,2.75,,柱十一[角宿]
65112,5026,200.157273,-52.747929,5.47,,
65129,5027,200.201369,-55.800661,6,,
65144,5029,200.239727,-46.879874,5.76,,
65151,,200.269684,-24.470169,6.89,,
65183,5033,200.373517,-19.489311,6.21,,
65198,5037,200.423118,2.086908,5.69,,
65230,5045,200.51579,43.903496,6.34,,
65235,,200.526704,-14.420158,6.84,,
65239,,200.534422,-12.579573,6.88,,
65241,5040,200.539927,5.154537,5.89,,天田增二[角宿]
65245,,200.562973,30.291722,6.8,,
65265,,200.628488,-6.203067,6.63,,
65271,5035,200.657598,-60.988487,4.52,,
65288,5038,200.71896,-47.943225,6.18,,
65301,5044,200.754313,-17.735457,5.36,,天门增五
65309,,200.772741,47.002097,6.64,,
65311,5043,200.785828,-33.189856,6.17,,
65376,5052,200.974819,37.033849,6.1,,
65378,5054,200.982783,54.925222,2.23,Mizar,北斗六
65381,,200.987592,-20.924713,6.44,,
65387,5041,201.002441,-64.535801,4.52,,
65417,5053,201.127132,12.432061,6.44,,
65420,5050,201.139468,-5.164242,5.76,,角宿增十六
65466,5057,201.277752,23.854367,5.75,,
65468,5042,201.277001,-74.88866,5.04,,
65474,5056,201.297969,-11.161525,0.98,Spica,角宿一
65503,,201.3803,-68.528067,6.98,,
65509,,201.416459,15.564051,6.83,,
65522,5049,201.45852,-70.627243,5.65,,
65528,,201.491783,-35.07588,6.82,,
65530,5070,201.493832,63.262681,6.5,,
65536,5073,201.534089,72.39142,5.82,,
65545,5059,201.54682,-1.192438,5.97,,
65550,5067,201.569456,46.027928,5.88,,
65581,5064,201.679025,-12.7078,5.27,,角宿增九
65593,5060,201.733735,-41.497555,5.69,,
65595,5091,201.732123,78.644062,5.74,,
65603,5074,201.768173,64.735754,6.64,,
65606,5061,201.776465,-49.143744,6.31,,
65639,5068,201.862375,-15.973441,4.76,,天门二
65678,5076,201.997381,52.745446,6.34,,
65682,,202.007817,-26.402262,6.49,,
65709,,202.078154,31.149242,6.94,,
65721,5072,202.105994,13.775106,4.97,,东上将增一
65723,5077,202.10945,40.729279,6.49,,
65728,5085,202.111868,59.946009,5.4,,
65754,5083,202.191317,50.718092,6.42,,
65790,5081,202.303769,10.818083,5.65,,东上将增二
65798,,202.316788,-45.537797,6.61,,
65810,5071,202.355214,-51.165183,5.04,,
65822,,202.400457,-47.87591,6.94,,
65835,5080,202.427833,-23.281262,6.4,,
65839,,202.445769,1.094701,6.59,,
65855,5087,202.490069,6.013914,6.51,,
65862,5086,202.500356,7.178885,6.18,,
65891,,202.604994,-58.664413,6.75,,
65911,,202.662942,9.316697,6.88,,
65920,,202.714277,-3.049615,6.91,,
65936,5089,202.760941,-39.407377,3.9,,库楼五
65951,5096,202.814872,42.10633,6.07,,
65955,,202.843996,-42.464871,6.56,,
65970,,202.889171,-61.582365,6.66,,
66006,5095,202.990517,-6.256093,4.68,,角宿增三
66015,5094,203.011049,-18.728993,6.01,,天门增十一
66065,5097,203.148882,-28.692911,5.69,,
66089,,203.212116,34.907058,6.78,,
66091,5099,203.214657,-15.36301,5.52,,天门增六
66098,5100,203.241773,-10.165242,5.21,,角宿增八
66121,5082,203.296032,-77.570363,6.52,,
66128,,203.343884,33.657564,6.68,,
66152,5093,203.398935,-65.632866,6.36,,
66198,5109,203.530225,55.34839,5.6,,
66200,5105,203.533326,3.658813,4.92,,天田一[角宿]
66223,5108,203.591287,38.789413,6.37,,
66234,5112,203.612338,49.016149,4.68,,三公二[紫微垣]
66247,5106,203.668222,-13.21437,5.92,,
66249,5107,203.671515,-0.59551,3.38,Heze,角宿二
66251,5131,203.67743,76.546716,6.46,,
66254,5104,203.681172,-33.310932,6.46,,
66257,5110,203.699887,37.182351,4.91,,
66275,,203.756974,12.513979,6.56,,
66289,,203.796343,-62.630902,6.7,,
66290,,203.795851,22.500547,6.91,,
66292,,203.800414,-32.212576,6.77,,
66294,5116,203.80861,44.197136,6.83,,
66320,5111,203.880505,-5.395664,5.7,,角宿增四
66326,5114,203.889848,10.204625,6.48,,
66345,,203.966633,8.292833,6.93,,
66400,5120,204.201209,-26.4951,5.73,,
66405,5117,204.210649,-34.468061,6.48,,
66417,5123,204.246002,24.613283,5.72,,
66422,,204.262695,67.036053,6.7,,
66427,5118,204.274593,-44.143294,5.96,,
66435,5139,204.29507,71.242213,5.5,,
66454,5121,204.347539,-46.427982,5.91,,
66458,5127,204.364369,36.295048,4.82,,
66476,,204.433217,2.382228,6.66,,
66482,,204.445703,-3.236179,6.68,,
66515,,204.514456,-42.764982,6.97,,
66522,5129,204.533143,14.30183,6.49,,
66563,5128,204.674651,-29.561359,5.81,,
66594,5137,204.759195,18.265193,6.46,,
66607,5115,204.79952,-75.683837,6.32,,
66618,,204.838753,-67.672032,6.97,,
66634,5142,204.875431,52.921569,5.46,,开阳增二
66640,5138,204.893504,10.746183,5.57,,东上将增四
66656,5136,204.951888,-40.052059,5.61,,
66657,5132,204.97175,-53.466475,2.29,,南门一
66663,,204.993798,-16.446597,6.71,,
66666,5134,204.998211,-49.949836,5.74,,
66668,5125,205.001831,-70.787842,6.59,,
66679,,205.036063,-27.577865,6.8,,
66681,5130,205.043577,-64.576549,5.79,,
66690,5143,205.064368,31.012624,6.21,,
66700,5153,205.088506,57.207776,6.28,,
66704,5148,205.095554,50.519781,6.31,,
66725,5145,205.162313,28.065229,6.22,,
66727,5144,205.16831,19.955868,5.73,,右摄提增三
66738,5154,205.184265,54.681562,4.63,,辅增一
66753,5084,205.234057,-85.785994,5.56,,
66763,5149,205.25967,22.4956,5.63,,右摄提增二
66798,5162,205.375374,64.822334,5.85,,太乙
66800,5146,205.378488,-23.449807,6.6,,
66802,,205.402886,-45.494042,6.89,,
66803,5150,205.40264,-8.702727,5.03,,平道二
66821,5141,205.436067,-54.559582,4.99,,
66849,5140,205.50415,-58.787151,5.38,,
66860,5156,205.550732,8.387838,6.16,,
66874,,205.586399,-33.980311,6.66,,
66878,5203,205.597887,82.752134,5.92,,
66907,5161,205.681065,34.989092,5.98,,
66925,5151,205.733699,-56.768001,6,,
66936,5159,205.763588,3.537437,5.35,,天田增三[角宿]
66958,,205.857571,45.520322,6.69,,
66974,,205.896667,14.365568,6.92,,
66984,5157,205.916912,-42.067548,5.96,,
67004,5163,205.975638,-5.499024,6.51,,
67005,5169,205.978028,52.064377,6.02,,
67057,5165,206.124358,-16.179108,5.55,,天门增七
67069,,206.185844,-14.226287,6.9,,
67103,5177,206.306246,55.877057,6.47,,
67104,,206.305618,10.325019,6.42,,
67125,,206.362445,-48.791484,6.76,,
67143,5167,206.403208,-26.116075,5.81,,
67153,5168,206.41833,-33.044657,4.23,,柱九[角宿]
67172,5173,206.484542,-12.426476,5.5,,角宿增七
67194,5179,206.55548,41.088475,5.88,,
67234,5172,206.664176,-51.432943,4.64,,
67239,5182,206.680377,25.701857,5.97,,帝席增一
67246,5183,206.734718,6.349673,6.33,,
67250,5186,206.747968,38.542559,5.51,,
67261,5171,206.795192,-62.589736,6.4,,
67271,5178,206.805847,-9.709731,6.04,,
67275,5185,206.812377,17.457251,4.5,,右摄提二
67301,5191,206.883971,49.313167,1.85,Alkaid,北斗七
67304,5176,206.909174,-50.320722,5.46,,
67338,,207.021476,42.047106,6.59,,
67355,,207.074684,-6.837504,6.57,,角宿增六
67384,5195,207.161372,31.190448,5.61,,
67385,,207.162001,-2.840531,6.71,,
67457,5192,207.361005,-34.45116,4.19,,库楼四
67459,5200,207.36871,15.798166,4.05,,右摄提三
67464,5190,207.375936,-41.687841,3.41,,衡一
67480,5201,207.42861,21.264214,4.92,,右摄提增一
67481,,207.433801,8.408707,6.6,,
67483,5204,207.436561,36.632979,6.43,,
67485,5213,207.44044,61.488703,5.97,,
67494,5196,207.467174,-18.134408,4.96,,天门增九
67495,,207.468007,13.192074,6.65,,
67512,,207.503988,78.9957,6.59,,
67521,,207.525654,18.628786,6.84,,
67537,5198,207.580883,-39.900913,6.43,,
67545,5205,207.602889,5.497228,6,,
67548,5216,207.615334,58.539536,6.45,,
67555,5202,207.643898,-19.89784,6.54,,
67589,5227,207.743277,68.314931,6.39,,
67592,,207.754178,80.767889,6.67,,
67620,5209,207.830622,-24.391932,6.43,,
67648,5208,207.901191,-36.434005,6.34,,
67664,5194,207.947691,-69.401286,5.73,,
67665,5219,207.94765,34.444036,4.76,,
67669,5210,207.956393,-32.994281,4.32,,柱八[角宿]
67674,,207.965559,10.135784,6.57,,
67696,5212,208.003822,-31.619394,6.11,,
67714,5220,208.076864,12.165073,6.1,,
