hip,hr,ra_deg,dec_deg,mag,name,common_name_zh
51658,4132,158.306682,40.425612,4.72,,
51685,4137,158.378577,34.988675,5.57,,势一
51718,4145,158.50361,-23.74503,5.08,,张宿增四
51739,,158.570601,-37.386765,6.9,,
51775,4146,158.699418,6.954111,5.07,,长垣四
51781,,158.70954,27.961029,6.82,,
51784,,158.70924,-3.900724,6.67,,
51795,4149,158.739716,-23.176031,6.1,,
51808,4126,158.771654,75.712852,4.86,,阴德一
51813,,158.786025,41.908825,6.94,,
51814,4141,158.791161,57.082872,5.16,,天璇增二
51816,4154,158.792978,-43.664388,6.09,,
51821,4153,158.803278,-39.562566,5.5,,
51835,4170,158.852687,-76.308936,6.29,,
51839,4174,158.865883,-78.607711,4.11,,小斗三
51849,4159,158.896892,-57.557635,4.45,,
51852,4152,158.911974,-18.568904,6.49,,
51883,4121,159.00746,80.494606,6.48,,
51907,4155,159.072592,-10.583605,6.58,,
51914,4150,159.089545,36.326709,6.29,,势增一
51933,4158,159.136687,-12.234417,5.71,,
51936,,159.147151,-28.771765,6.83,,
51977,,159.303289,-31.762658,6.77,,
51979,4162,159.306376,-27.412496,4.87,,
51986,4167,159.324326,-48.22563,3.84,,海山增一
52009,4163,159.388912,-13.384784,4.89,,
52032,,159.467623,34.078655,6.42,,势增十
52064,,159.58248,60.123246,6.77,,
52085,4171,159.644976,-16.8764,4.91,,张宿六
52098,4166,159.680056,31.976282,4.68,,势增十一
52102,4177,159.687309,-59.182995,4.69,,
52112,4175,159.709466,-42.753521,6.1,,
52120,,159.727607,16.127284,6.61,,长垣增一
52136,4165,159.772591,53.667795,5.55,,
52139,4168,159.780022,37.909708,5.84,,势增二
52150,4186,159.815799,-74.493383,6.08,,
52151,,159.817424,-36.67705,6.69,,
52154,4180,159.826427,-55.603242,4.29,,
52203,,159.990898,-52.284094,6.88,,
52204,,159.992086,-49.279473,6.97,,
52273,4183,160.214532,-35.741683,6.36,,
52316,4182,160.349906,-1.742252,6.25,,天相增十一
52378,,160.591572,-47.22038,6.96,,
52385,,160.613647,-8.727173,6.86,,
52391,4190,160.630627,-13.974435,6.24,,
52401,,160.655694,3.583334,6.57,,长垣增六
52407,4194,160.679708,-32.715674,5.63,,
52419,4199,160.738899,-64.394375,2.74,,南船三
52422,4189,160.757135,26.325262,5.51,,少微增二
52425,4181,160.766834,69.076135,5.01,,
52452,4193,160.837295,4.747459,5.77,,长垣增七
52457,4192,160.853168,23.188458,5.08,,少微三
52469,4191,160.884573,46.203457,5.18,,
52478,4187,160.930773,57.198873,5.79,,天璇增五
52535,4213,161.109136,-72.443158,6.26,,
52536,,161.116909,-23.985335,6.63,,
52550,,161.164898,-36.930778,6.69,,
52577,4195,161.266859,67.411392,5.95,,
52584,4201,161.289098,2.487818,6.27,,灵台增二
52633,4234,161.444389,-80.54015,4.45,,小斗四
52636,,161.460454,-40.973332,6.84,,
52638,4203,161.466027,30.682081,5.36,,势三
52639,,161.466437,72.287935,7,,
52660,4207,161.523619,6.372949,6.38,,长垣增八
52679,4217,161.570529,-60.602821,6.26,,
52683,,161.580474,12.74765,6.9,,
52686,4208,161.602904,18.891263,5.5,,少微四
52689,4209,161.604502,14.19423,5.49,,长垣二
52690,,161.607822,-63.300028,6.97,,
52721,,161.676779,-26.047838,6.7,,
52727,4216,161.693022,-49.420599,2.69,,海山增二
52730,,161.70018,-69.209767,6.34,,
52737,4214,161.716791,-17.296988,5.44,,翼宿增三
52797,4226,161.909839,-57.467395,6.29,,
52804,,161.928568,-15.109755,6.96,,
52816,,161.98075,-52.246064,6.74,,
52822,,162.003263,39.742128,6.78,,
52823,,162.010407,41.109946,7,,
52841,4225,162.058573,-31.68784,5.87,,
52863,4224,162.168867,-1.958845,5.92,,
52865,,162.172064,-47.749702,6.51,,
52877,4215,162.207868,65.13254,6.4,,
52882,4223,162.237866,29.415818,6.15,,势增十四
52883,,162.239874,-27.917715,6.94,,
52911,4227,162.314268,10.545046,5.32,,长垣三
52913,4229,162.321645,-4.023943,6.61,,天相增十二
52924,,162.356329,-42.367226,6.77,,
52929,,162.369784,63.8101,6.42,,
52943,4232,162.406817,-16.192377,3.11,,翼宿五
52959,4230,162.473781,27.974148,6.05,,势增十五
52965,4238,162.487263,-34.058137,5.61,,
52980,4237,162.575195,-8.897856,5.8,,翼宿增一
53005,,162.651912,23.406404,6.59,,
53037,,162.774691,-18.33217,6.56,,翼宿增四
53039,,162.784991,11.578573,6.85,,
53043,4235,162.795073,56.582284,5.66,,天璇增七
53064,4236,162.848471,59.31979,5.57,,天璇增三
53085,,162.905134,-21.250071,7,,
53113,,162.993367,-55.138273,6.53,,
53134,,163.04223,50.265029,6.63,,
53157,4242,163.132962,52.503275,6.44,,
53167,4245,163.150338,-0.201818,6.31,,
53190,,163.192767,-68.210217,6.7,,
53211,,163.255332,-35.489048,6.79,,
53229,4247,163.328647,34.213043,3.79,Praecipua,势四
53252,4251,163.373603,-20.140259,5.23,,翼宿增五
53253,4257,163.374546,-58.852926,3.78,,
53259,4252,163.387537,-15.446189,6.34,,
53260,,163.388985,-56.420467,6.45,,
53261,4246,163.39281,54.585065,5.12,,天璇增八
53272,4262,163.424748,-70.720332,5.99,,
53273,4253,163.431605,-2.129109,5.45,,
53295,4248,163.495153,43.1898,4.66,,天牢一
53316,4255,163.574028,-13.757975,5.65,,
53334,4266,163.623411,-61.826647,5.95,,
53345,,163.646606,29.629767,6.53,,
53394,4271,163.821281,-60.516466,5.93,,
53411,,163.862904,-43.020472,6.4,,
53417,4259,163.902765,24.749622,4.3,,少微二
53423,4265,163.927313,0.736901,5.91,,灵台增三
53449,4267,164.005983,6.185336,5.91,,灵台增一
53465,4264,164.060611,42.007531,6.03,,
53472,4269,164.069968,22.351734,6.17,,
53481,,164.111168,57.502762,6.8,,
53502,4273,164.179975,-37.138559,4.6,,
53530,4274,164.282319,-50.764934,5.9,,
53532,,164.282415,-0.312162,6.88,,
53546,4279,164.315473,-75.099733,6.16,,
53576,,164.406956,-45.875853,6.83,,
53675,,164.736609,-19.605252,6.84,,
53699,4282,164.807219,-33.737965,5.7,,
53700,4304,164.798941,-81.55573,6.7,,
53702,4312,164.809022,-84.593874,6.19,,
53706,4275,164.824295,51.882336,6.22,,
53721,4277,164.86391,40.430608,5.03,Chalawan,天牢三
53723,4284,164.878581,-16.353756,5.88,,
53726,4278,164.887146,36.092775,5.99,,
53737,4281,164.919712,11.706156,6.53,,
53740,4287,164.94049,-18.297959,4.08,Alkes,翼宿一
53761,4272,164.984654,77.770043,6.18,,
53762,4292,164.996852,-43.807047,5.81,,
53771,4296,165.033831,-51.81778,6.15,,
53773,4293,165.038803,-42.225831,4.37,,
53778,4289,165.048666,-14.083551,5.86,,
53781,4280,165.061357,45.526295,5.47,,
53791,4285,165.085208,42.910943,6.03,,
53807,4291,165.1403,3.61739,4.84,,灵台三
53811,,165.150122,-53.111732,6.44,,
53818,4298,165.169342,-31.838712,6.06,,
53824,4294,165.186349,6.101307,4.98,,灵台二
53838,4288,165.209408,39.211986,5.06,,天牢五
53860,4286,165.272847,63.420779,6.38,,
53906,,165.454926,29.871412,6.95,,
53907,4299,165.457043,-2.484816,4.73,,灵台增五
53909,,165.457112,-64.303902,6.94,,
53910,4295,165.461264,56.382641,2.34,Merak,北斗二
53940,,165.557857,-41.114351,6.48,,
53951,,165.573047,58.666257,6.63,,
53954,4300,165.582336,20.180094,4.42,,西上相增一
54006,,165.727573,-72.242235,6.78,,
54019,,165.770617,-25.574928,6.72,,
54029,4305,165.811462,-11.304153,5.51,,
54038,,165.8643,70.030531,6.44,,
54048,4308,165.902262,-13.434945,6.34,,
54049,4306,165.902085,-0.000836,5.95,,灵台增七
54061,4301,165.930116,61.750811,1.81,Dubhe,北斗一
54063,,165.935908,25.774723,6.97,,
54075,,165.975427,-19.649935,6.64,,
54082,,166.000726,-57.95533,6.16,,
54087,,166.011969,-54.19777,6.54,,
54110,,166.080148,-1.278307,6.89,,
54136,4309,166.129516,38.241372,6.01,,
54137,4311,166.128915,-47.678894,5.67,,
54141,,166.138928,12.666954,6.87,,
54173,4313,166.225631,-35.804651,5.43,,
54182,4310,166.252064,7.335704,4.62,,灵台一
54185,4316,166.266776,-49.39223,6.11,,
54204,4314,166.331581,-27.293656,4.92,,翼宿廿
54264,4318,166.523919,-51.213383,6.28,,
54301,4325,166.634609,-62.424049,4.62,,
54311,4320,166.661533,-28.727803,6.76,,
54319,,166.683622,17.7372,6.4,,
54327,4329,166.707432,-70.877911,5.58,,
54336,4319,166.723415,1.954978,5.52,,灵台增八
54360,4327,166.818833,-42.638419,5.15,,
54388,4322,166.915316,23.323826,6.48,,少微增七
54430,4331,167.065799,-29.972567,6.47,,
54432,,167.070621,-1.903174,6.66,,
54463,4337,167.147392,-58.975023,3.93,,
54487,4332,167.204615,24.658503,5.7,,少微增六
54493,,167.23766,-19.416517,6.92,,
54518,,167.319731,51.378957,6.82,,
54522,4333,167.329157,36.309234,5.71,,
54537,4336,167.409835,43.207695,5.89,,
54539,4335,167.415313,44.49831,3,,太尊
54540,4330,167.41433,67.210031,6.07,,
54561,4339,167.472605,-32.367717,5.79,,
54582,,167.554048,-7.390497,6.81,,
54682,4343,167.914573,-22.82648,4.46,,翼宿十六
54688,4341,167.931921,14.400069,6.3,,
54703,,167.990811,-26.806013,6.43,,
54718,,168.042024,-46.266725,6.27,,
54734,,168.09392,34.784265,6.93,,
54742,4347,168.126418,-18.500025,6.11,,
54746,4350,168.136772,-49.100782,5.37,,
54749,4348,168.145092,-21.74931,6.39,,
54751,4352,168.149968,-60.317612,4.59,,
54765,4344,168.185212,54.894275,6.63,,
54767,4355,168.187671,-64.169737,5.22,,
54811,4354,168.311147,-44.372204,5.77,,
54819,,168.331009,33.443331,6.62,,
54842,4351,168.416933,41.088939,6.33,,
54849,4356,168.439486,-0.069484,5.4,,明堂增五
54854,,168.461603,-52.856266,6.82,,
54863,4358,168.507939,8.060013,5.79,,
54872,4357,168.52806,20.522883,2.56,Zosma,太微右垣五
54879,4359,168.559629,15.429063,3.33,Chertan,太微右垣四
54910,,168.657383,-1.271007,6.63,,
54949,,168.785681,-39.477008,6.87,,
54951,4362,168.800803,23.095441,4.56,,虎贲
54960,,168.822933,-19.637489,6.89,,
54971,,168.842222,-66.511925,6.86,,
54999,,168.915687,-12.592649,6.51,,
55003,,168.927968,-57.355919,6.42,,
55016,4365,168.966285,13.307538,5.31,,西次相增三
55019,,168.973484,-47.920918,6.54,,
55029,,168.98459,12.61347,6.82,,
55044,4363,169.018495,52.773522,6.51,,
55048,,169.035024,78.308877,6.89,,
55063,,169.082207,-34.667885,6.8,,
55084,4368,169.16473,-3.651829,4.45,,明堂增六
55086,4367,169.17354,49.476179,5.88,,
55106,4369,169.242361,-7.13464,6.11,,
55130,4372,169.299448,-38.014309,6.24,,
55133,,169.309229,-41.934384,6.46,,
55137,4371,169.322848,2.009643,5.18,,明堂增四
55140,4379,169.329583,-67.82356,6.06,,
55148,,169.362368,60.271775,6.65,,
55149,,169.364458,-59.105349,6.7,,
55165,,169.413963,-33.549261,6.84,,
55168,4376,169.427842,-36.53404,6.67,,
55170,,169.434686,27.362154,6.96,,
55193,,169.505529,22.179882,6.84,,
55218,,169.620344,42.31615,6.94,,
55219,4377,169.619538,33.094483,3.49,Alula Borealis,三台五
55225,4385,169.64537,-79.668781,6.35,,
55228,,169.652036,-24.343233,6.69,,
55243,,169.701774,35.489366,6.67,,
55254,,169.749981,14.26771,6.6,,
55256,,169.764065,62.182841,6.93,,
55266,4380,169.782452,38.185122,4.76,,天牢增二
55282,4382,169.834375,-14.777222,3.56,,翼宿七
55288,,169.842913,-1.65586,6.61,,
55308,4387,169.901598,-75.142456,6.26,,
55374,,170.07697,-28.332193,6.68,,
55387,,170.124931,-45.728943,6.91,,
55389,,170.12948,-10.294486,6.54,,
55391,,170.13269,44.99812,6.73,,
55412,4383,170.224775,67.100414,6.2,,
55425,4390,170.251303,-54.491034,3.9,,
55434,4386,170.283555,6.02924,4.05,,太微右垣二
55485,4388,170.454679,57.074895,6.43,,
55488,,170.458586,9.168175,6.69,,
55497,4397,170.484746,-77.608421,6.43,,
55528,4393,170.595886,-44.646126,6.1,,
55531,,170.619451,-8.842611,6.91,,
55549,,170.673368,40.17549,6.58,,
55560,4392,170.706276,43.482613,4.99,,天牢六
55564,4391,170.713448,64.330738,6.02,,
55569,,170.72775,-50.786671,6.87,,
55581,4398,170.783512,-56.779318,5.82,,
55588,4396,170.802636,-36.164772,5,,
55595,4394,170.824547,0.131999,6.05,,
55597,4401,170.838823,-64.954669,5.09,,
55598,4395,170.839123,-18.780158,5.08,,翼宿四
55641,,170.971738,37.234776,6.93,,
55642,4399,170.98197,10.529012,4,,太微右垣三
55645,,170.985781,-57.880553,6.5,,
55650,4400,171.009591,1.40777,5.39,,明堂增三
55657,4406,171.045818,-72.256626,5.55,,
55666,,171.090105,-5.910578,6.94,,
55682,,171.143818,48.605737,6.78,,
55687,4402,171.152301,-10.859167,4.81,,翼宿十
55705,4405,171.219865,-17.68399,4.06,,翼宿二
55735,,171.296978,-73.632028,6.88,,
55765,4408,171.400619,16.456508,5.58,,西次相增二
55766,,171.408897,29.987409,6.88,,
55791,4410,171.458034,3.859888,6.35,,明堂增二
55795,,171.474836,-13.751323,6.52,,
55797,4407,171.487144,55.850771,5.73,,天理二
55802,,171.507867,-20.582461,6.72,,
55816,,171.575144,8.659453,6.73,,
55821,4412,171.606222,33.450718,6.33,,
55849,4417,171.696503,-53.159806,5.8,,
55863,,171.748467,-61.369311,6.72,,
55874,4416,171.789011,-12.356597,5.93,,翼宿九
55912,,171.906408,-25.860694,6.75,,
55936,,171.959821,45.18511,6.68,,
55941,4419,171.973563,-1.699926,6.23,,
55945,4418,171.98445,2.856199,4.95,,明堂一
55953,4420,171.994532,-35.32885,6.44,,
55958,,172.008479,11.973003,6.55,,
56000,4423,172.145861,-42.674161,5.14,,
56028,,172.246074,10.038191,6.97,,
56034,4422,172.266728,39.337057,5.3,,天牢二
56076,,172.406255,-28.030598,6.67,,
56078,4428,172.410545,-24.463887,5.77,,
56079,,172.41661,7.599211,6.73,,
56080,4426,172.424164,15.412964,5.74,,五帝座增二
56081,,172.425585,-38.456868,6.74,,
56127,4432,172.578854,-3.00361,4.77,,明堂三
56135,4430,172.603388,46.657709,6.3,,
56146,4433,172.620409,18.409967,5.54,,西上相增二
56148,4431,172.629288,43.173766,5.94,,天牢四
56165,,172.708751,41.28626,6.95,,
56178,,172.728067,28.451582,6.74,,
56194,4436,172.792489,48.789414,6.54,,
56211,4434,172.850177,69.330955,3.82,Giausar,紫微右垣三
56228,,172.897851,-44.738398,6.96,,
56242,4437,172.935103,14.363299,6.27,,五帝座增三
56243,4441,172.941906,-59.442057,5.07,,
56245,4440,172.947329,-20.776221,6.24,,
56253,4429,172.954583,81.127477,6.12,,
56260,,172.98566,-6.471075,6.74,,
56280,4443,173.068196,-29.2601,4.93,,青丘三
56287,4448,173.083318,-66.961795,5.89,,
56290,4439,173.086228,61.08191,5.46,,
56293,4445,173.096419,-26.746679,6.15,,
56318,4446,173.198025,-7.827521,5.94,,
56319,4447,173.199718,-40.43582,5.64,,
56326,,173.212696,-36.209394,6.68,,
56343,4450,173.248909,-31.857891,3.54,,青丘五
56364,4451,173.311897,-16.280663,6.05,,
56391,4453,173.404296,-40.586463,5.39,,
56410,4452,173.483513,36.815293,6.38,,
56418,,173.515697,-16.045967,6.99,,
56429,4454,173.541692,11.023719,6.54,,
56444,,173.588343,-5.527019,6.76,,
56445,4455,173.590296,3.05951,5.76,,明堂增一
56473,4456,173.676985,16.796912,5.95,,五帝座增一
56480,4460,173.689634,-54.263985,4.62,,
56497,4462,173.735192,-49.135288,5.5,,
56500,,173.74515,-4.361584,6.43,,
56508,4459,173.765244,20.441537,6.45,Formosa,
56510,4457,173.770572,54.785535,5.63,,
56561,4467,173.944878,-63.019888,3.11,,海山五
56573,4466,173.981925,-47.641966,5.26,,
56601,4465,174.074953,27.781479,5.8,,
56606,4472,174.093012,-61.052425,5.84,,
56618,,174.141683,6.105751,6.83,,
56620,4469,174.145823,-33.570274,5.71,,
56632,4470,174.169469,-37.23717,6.3,,
56633,4468,174.170083,-9.802229,4.7,,翼宿十三
56647,4471,174.237224,-0.823471,4.3,,明堂二
56654,,174.249122,-22.947767,6.51,,
56673,,174.31043,-69.674213,6.62,,
56675,4479,174.311782,-75.89655,5.64,,
56698,,174.385876,-39.358914,6.85,,
56716,,174.426379,77.59571,6.49,,
56721,,174.443824,-31.219046,6.92,,
56731,4474,174.470379,50.61804,6.14,,
56756,4478,174.54058,8.88383,6.18,,
56770,4477,174.584416,43.625204,5.56,,天牢增一
56775,4484,174.60003,-2.435805,6.22,,
56779,4483,174.615016,8.134339,5.24,,内屏增一
56789,4480,174.639304,46.834033,6.09,,太阳守增一
56802,4488,174.667389,-13.201137,5.48,,翼宿八
56809,4486,174.681706,45.108509,6.29,,
56816,4481,174.704928,64.346973,6.49,,
56830,4489,174.752056,-24.722628,6.4,,
56841,,174.794212,-57.739523,6.97,,
56899,4491,174.959612,-16.620285,6.17,,
56901,4490,174.962768,-14.468576,6.21,,
56904,,174.97304,-50.485914,6.67,,
56920,,175.038296,23.708183,6.88,,
56922,4494,175.05294,-34.74467,4.7,,青丘七
56941,,175.100341,0.952128,6.87,,
56944,4493,175.114179,57.970486,6.35,,
56970,4497,175.176894,-53.96876,5.95,,
56975,4495,175.195691,21.352435,5.26,,从官[太微垣]
56986,4499,175.223271,-62.090094,4.93,,
56992,,175.244937,-55.573831,6.96,,
56996,4507,175.252272,-83.099872,6.32,,
56997,4496,175.262463,34.199205,5.31,,下台增一
57001,4498,175.282762,-29.194831,6.44,,
57013,4502,175.331735,-43.095639,5.54,,
57027,,175.386335,-77.054793,6.93,,
57029,4501,175.390105,31.746255,5.73,,下台增二
57047,4503,175.433081,-32.499618,5.2,,青丘增一
57072,,175.491465,-24.385997,6.9,,
57079,4506,175.514647,-20.294512,6.21,,
57107,,175.606076,2.361902,6.94,,
57111,4504,175.617441,66.745162,5.32,,上辅增二
57137,4509,175.733281,-79.30646,6.38,,
57165,4508,175.863123,-37.190295,5.98,,
57179,,175.888682,-52.619603,6.85,,
57189,,175.902807,-68.478725,6.99,,
57191,,175.905033,41.722398,6.71,,
57192,,175.902766,-80.483514,6.61,,
57213,,175.979605,-9.132566,6.88,,
57214,4510,175.980029,-6.677429,6.05,,
57240,4512,176.054751,25.21839,6.02,,
57283,4514,176.190918,-18.350831,4.71,,翼宿三
57296,,176.218006,-73.150506,6.96,,
57322,4516,176.302427,-49.069773,6.26,,
57328,4515,176.321388,8.257974,4.84,,内屏一
57362,,176.395687,35.894509,6.91,,
57363,4520,176.400126,-66.728551,3.63,,海山六
57380,4517,176.464699,6.528226,4.04,,内屏二
57399,4518,176.51124,47.779588,3.69,Taiyangshou,太阳守
57439,4522,176.628132,-61.178503,4.11,,
57443,4523,176.616603,-40.497776,4.89,,
57451,,176.651423,-64.765992,6.89,,
57477,4521,176.73191,55.627987,5.27,,
57488,,176.753275,23.720543,6.94,,
57497,4524,176.779707,-35.907046,6.16,,
57498,,176.781989,61.401597,6.59,,
57507,4525,176.813899,-30.287965,6.48,,
57512,4526,176.829445,-57.69637,5.42,,
57565,4527,176.995405,20.218905,4.5,,太子
57581,4530,177.061057,-66.815014,4.75,,
57587,4529,177.097175,-10.313802,6.24,,翼宿十四
57611,,177.173372,-14.344941,6.85,,
57613,4532,177.187593,-26.749838,5.1,,
57629,4533,177.254023,-0.318648,6.15,,
57632,4534,177.261618,14.571333,2.14,Denebola,五帝座一
57636,,177.27909,5.182389,6.55,,
57646,4535,177.311875,16.242536,6.05,,五帝座二
57670,4536,177.422893,34.931807,5.73,,
57696,4538,177.485744,-70.225806,4.98,,
57732,4539,177.581667,-15.863563,6.13,,
57757,4540,177.67856,1.762985,3.59,Zavijava,太微右垣一
57779,4543,177.729691,12.279211,6.37,,五帝座五
57791,4544,177.759307,-5.333326,5.62,,
57803,4546,177.785562,-45.173526,4.47,,
57805,4545,177.789578,33.375146,6.25,,
57806,,177.795684,-7.991767,6.87,,
57809,,177.804454,-43.933119,6.62,,
57819,4547,177.839671,-12.187521,6.34,,
57841,4548,177.9233,-30.836682,5.85,,
57936,4552,178.226724,-33.908109,4.29,,青丘一
57939,4550,178.277213,37.681542,6.42,Groombridge 1830,
57960,,178.320229,-36.577599,6.62,,
57971,4553,178.361087,-35.066837,6.17,,
57994,,178.428406,73.755313,6.77,,
58001,4554,178.458855,53.694832,2.41,Phecda,北斗三
58002,4555,178.459224,0.552133,6.31,,
58057,4557,178.604884,-37.74857,6.46,,
58110,4559,178.762867,8.444042,5.58,,内屏增三
58112,4560,178.774054,46.476866,6.54,,
58135,,178.851714,25.522168,6.97,,
58148,,178.875961,-24.857348,6.8,,
58158,4565,178.917242,-28.477277,5.93,,青丘二
58159,4564,178.918964,15.64684,5.53,,五帝座四
58177,4568,178.978714,-39.689625,6.13,,
58181,4566,178.993495,56.59855,5.83,,天理三
58188,4567,179.003644,-17.150882,5.17,,翼宿六
58208,,179.070799,35.448234,6.62,,
58213,,179.084978,26.67973,6.79,,
58221,,179.111602,14.186127,6.74,,
58232,,179.157925,65.242793,6.51,,
58242,4570,179.181789,-47.072233,6.26,,
58259,4569,179.221404,61.548938,6.22,,天理四
58264,,179.234491,-13.755478,6.54,,
58275,,179.272563,-52.100369,6.52,,
58287,4572,179.309432,40.343349,6.6,,
58301,,179.333297,-49.360169,6.68,,
58327,,179.426092,17.467855,6.8,,
58331,,179.438044,-8.548576,6.58,,
58334,,179.442416,-60.45132,6.83,,
58358,,179.499912,67.811928,6.96,,
58368,,179.527493,-4.370052,6.93,,
58379,4576,179.563187,-56.3173,5.44,,
58380,,179.563788,-47.97765,6.76,,
58388,4577,179.584006,-40.947128,6.77,,
58406,,179.631434,47.765418,6.93,,
58427,4578,179.698493,-64.339569,5.59,,
58436,4579,179.72636,-25.909001,6.42,,
58445,4580,179.763489,0.530869,6.18,,
58452,,179.794225,-45.832273,6.36,,
58453,4582,179.795099,-51.696793,6.04,,
58460,4581,179.823076,33.166958,5.95,,
58463,,179.842788,-30.06082,6.83,,
58466,,179.849604,1.826454,6.82,,
58469,,179.856667,-62.830944,6.34,,
58484,4583,179.90527,-78.221895,4.88,,小斗二
58510,4585,179.987014,3.655143,5.36,,内屏增六
58519,,180.018938,19.419196,6.94,,幸臣
58574,4588,180.175869,-21.837554,6.28,,
58576,4587,180.186141,-10.449102,5.54,,
58587,4590,180.213052,-19.658939,5.28,,轸宿增三
58590,4589,180.218284,6.614133,4.65,,内屏三
58591,,180.2195,70.237936,6.75,,
58603,4591,180.257121,-1.768638,6.32,,
58616,,180.307145,12.377807,6.93,,
58642,4592,180.370939,-57.503882,6.16,,
58654,4593,180.413819,36.041583,5.59,,
58661,,180.4342,22.094228,6.57,,
58669,,180.440621,-34.650246,6.91,,
58684,4594,180.52526,43.045956,5.22,,常陈七
58697,4595,180.586145,-85.631762,6.05,,
58706,4596,180.617372,-71.488913,6.41,,
58741,4598,180.71503,-7.683519,6.24,,
58798,,180.89797,69.019943,7,,
58799,,180.898393,-39.009358,6.51,,
58803,4600,180.917682,-42.434763,5.15,,
58809,,180.934225,5.557219,6.39,,
58810,4601,180.935113,-74.214124,6.44,,
58820,,180.967283,-53.498222,6.99,,
58858,4602,181.069394,21.459124,5.89,,郎位十五
58874,4606,181.118872,85.586908,6.27,,
58884,4604,181.161342,-68.328953,5.34,,
58901,,181.188075,-59.253387,6.3,,
58905,4605,181.191504,-76.51876,5.04,,
58921,4607,181.238072,-60.96829,5.95,,
58948,4608,181.300828,8.733353,4.12,,内屏四
58981,,181.395822,-5.84585,6.62,,
58989,4610,181.414728,62.93266,6.14,,
59008,4612,181.485831,-35.693909,6.23,,
59010,4613,181.499054,-3.131717,6.37,,
59021,,181.521061,-32.962472,6.49,,
59050,4615,181.595073,-65.709528,5.95,,
59068,,181.696487,-12.240857,6.77,,
59072,4616,181.720926,-64.613972,4.14,,
59135,,181.896257,-31.411258,6.72,,
59151,4617,181.955475,-75.366896,5.17,,
59164,,182.002412,0.621146,6.98,,
59184,4620,182.06111,-48.692531,5.34,,
59196,4621,182.0891,-50.722467,2.58,,马尾三
59199,4623,182.104113,-24.729127,4.02,Alchiba,右辖
59229,4624,182.223751,-44.326258,5.75,,
59232,4625,182.227357,-41.231656,5.51,,
59285,4626,182.4224,1.896736,5.95,,谒者增一
59307,4628,182.510277,-34.704755,6.16,,
59309,4629,182.513214,5.807125,5.72,,内屏增五
59313,,182.523541,-17.537667,6.63,,
59316,4630,182.530672,-22.6197,3.02,,轸宿二
59346,,182.613194,-7.773832,6.55,,
59352,4632,182.631636,16.809256,6.4,,五诸侯增七[太微垣]
59353,4631,182.64128,-37.870561,6.07,,
59360,,182.674734,-56.442368,6.97,,
59364,4633,182.691987,27.281444,6.01,,
59366,,182.696741,39.891436,6.85,,
59384,4639,182.748801,81.709819,6,,
59423,,182.84191,-2.699565,6.74,,
59449,4638,182.912521,-52.368577,3.97,,马尾二
59451,,182.91763,4.055964,6.93,,
59459,,182.942177,23.322362,6.73,,
59468,4640,182.962968,25.870083,5.66,,郎位增三
59489,4642,183.004728,28.535917,6.47,,
59501,4643,183.03862,20.541954,5.6,,郎位十四
59504,4646,183.050067,77.616371,5.14,,大理一
59517,4644,183.091513,-62.950773,5.91,,
59528,,183.10464,-60.067791,6.82,,
59551,4645,183.195769,-70.151787,6.05,,
59607,4648,183.354079,-38.929261,5.77,,
59608,4650,183.357466,10.26229,5.85,,内屏增四
59622,4651,183.403447,-33.793017,6.34,,
59646,,183.481803,2.260097,6.91,,
59654,4652,183.510913,-45.723892,5.31,,
59658,,183.522921,66.10934,6.74,,
59676,,183.563847,-5.71587,6.56,,
59742,,183.776458,-29.237424,6.5,,
59746,4659,183.784927,70.199831,5.72,,
59747,4656,183.78587,-58.748998,2.79,Imai,十字架四
59750,4657,183.794202,-10.318869,6.11,,
59753,,183.80651,16.907517,6.82,,
59767,4686,183.836126,87.699991,6.27,,
59774,4660,183.857723,57.032667,3.32,Megrez,北斗四
59785,4658,183.873979,-41.914433,6.24,,
59791,,183.902078,-20.529295,6.85,,
59796,4665,183.922678,72.551034,6.29,,
59801,4661,183.944603,-23.354157,6.53,,
59803,4662,183.950477,-17.541787,2.58,Gienah,轸宿一
59811,,183.981322,-54.05687,6.61,,
59819,4663,184.000242,14.898876,5.09,,五诸侯五[太微垣]
59831,4666,184.031606,40.659976,5.69,,常陈六
59847,4667,184.085387,23.945371,4.93,,郎位十
59851,4664,184.098528,-72.614603,6.21,,
59856,4668,184.125152,33.060814,4.99,,
59920,4672,184.373744,53.191041,5.8,,
59923,4673,184.377159,28.937415,5.71,,
59926,,184.380233,-48.925837,6.81,,
59929,4671,184.38888,-67.960901,4.06,,
59950,4675,184.446608,-36.094029,6.15,,
59984,4678,184.539786,-3.948638,6.57,,
60000,4674,184.585453,-79.312163,4.24,,小斗一
60009,4679,184.60888,-64.003135,4.06,,
60018,4680,184.632321,30.248292,6.23,,
60041,,184.69479,-88.414948,6.63,,
60044,4687,184.707358,75.16059,5.47,,大理增一
60059,4682,184.748202,-55.143071,5.01,,
60087,4685,184.829878,23.034615,6.26,,
60088,,184.834153,-8.914812,6.84,,轸宿增二
60122,4690,184.952821,48.984191,5.28,,相增二
60129,4689,184.976112,-0.666951,3.89,Zaniah,太微左垣一
60132,,184.979923,-26.73704,6.6,,
60150,,185.019853,13.854982,6.94,,
60161,,185.055752,37.902079,6.73,,
60172,4695,185.085545,3.312173,4.97,,谒者
60189,4696,185.139422,-22.216078,5.2,,长沙
